Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bolivia,BOL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,19.50835954,19.84480639,19.25239234,20.12108262,21.24637129,20.84459038,20.6138987,20.17776126,18.49551874,18.05010531,16.94893923,17.2790342,16.08618306,19.45813259,21.54583121,19.015628,16.93318079,16.29614564,15.73538112,15.26314014,15.35359927,15.54209575,14.40420431,14.64796229,15.24428673,14.85929911,14.18467938,14.91825923,12.62543138,13.25799158,12.96581188,13.25565367,12.95511863,13.42723696,13.32238364,11.79272153,10.93754805,10.01115567,10.44240412,11.15240745,10.3899057,9.769585882,9.812161915,9.966979477,9.740217538,10.23949411,11.17187542,11.58933594,11.48192415,12.22175758,14.00093054,12.92225272,
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,15.73240027,15.07757455,16.09562215,14.9527276,16.025741,16.17305804,12.74068708,12.80607129,11.80744333,11.16165785,10.37360379,11.08959788,11.08868417,10.85527208,10.7525651,10.22841334,11.41797511,12.91816539,10.30339894,10.06231357,9.850640147,9.843520537,8.370880982,10.53331258,11.59575917,11.10460944,10.38130444,9.359910366,9.796555934,8.441587377,6.963440655,6.841389377,6.806084884,6.778109239,8.721989375,5.011666465,4.768411211,4.685047029,4.750044784,4.64598154,4.750459976,4.801043016,5.475274893,6.167184386,5.665311576,4.651168823,4.370043778,4.416915436,4.567851183,4.476773992,4.115756488,4.342034128,4.168328222,4.506886182,4.325610537,4.319149428,4.891353587,4.600591694,4.420399304,4.205014096,5.711485117,7.486921328,6.813181971
Barbados,BRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,11.50668172,8.792197637,9.229922239,8.246291642,8.143588222,7.475442043,5.751004016,5.211448099,5.454545455,5.138427464,4.867724868,4.702858978,5.005834306,4.742183214,3.722428748,3.44452681,3.457185039,3.436382218,3.219277108,2.440489947,3.202511774,3.334034497,2.672636816,1.994352277,2.33451238,1.995424089,2.118186283,1.889586351,1.978501324,1.643199303,1.586595104,1.45348465,1.309368901,1.18288163,1.411886219,1.29803379,1.225927104,1.330774891,1.421776133,1.354244818,1.304847182,1.293243007,1.299786098,1.436059115,1.300652674,1.488719551,1.482307279,
Brunei Darussalam,BRN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,1.33781821,1.335547213,1.10918347,1.017318066,1.08715347,0.902068196,0.634854457,0.693804542,0.843789381,0.984748704,1.065873459,1.212543374,1.927720227,1.930734886,2.216148334,0.961563596,0.966141671,1.022053167,0.965209098,1.077333434,1.198708954,1.161527571,1.122112852,1.227343527,1.410283186,1.234980121,1.024413492,1.134567236,1.093569608,1.222196519,1.127453453,0.946593335,0.706141843,0.689655172,0.635849769,0.908956973,0.733012306,0.575033258,0.655398677,0.684659216,0.862737495,1.102486219,1.203633477,1.086449483,1.017623081,0.98605513,1.217502836,1.256289974,1.096160297
Bhutan,BTN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,39.82935286,37.61807283,38.33846723,38.10902579,38.46886328,39.48620121,38.28657562,33.01187336,34.84718631,32.41395808,31.61073411,30.16669159,30.49299525,28.59046256,30.39006234,27.84782989,27.17742711,27.29147898,25.83867751,24.13997485,24.26719528,23.16665735,23.20139292,22.13682064,21.72993982,20.1999745,19.36481125,16.73711163,16.38094021,16.19035357,14.78303646,14.29555259,13.9639785,14.09121578,14.51444853,14.43686801,14.39462373,15.03361881,15.99124824,15.78414914,19.15168986,19.1916698,
Botswana,BWA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,43.2229603,41.92589506,40.67604614,39.7267916,38.57224696,33.84146341,39.29539295,41.2608949,43.68421053,38.70387039,32.99492386,32.9845815,33.00550747,33.07760401,31.78648714,27.5461641,24.66769706,22.6035503,18.43746804,14.47171506,12.7038991,12.3706177,10.27223578,7.971380799,6.89302008,5.921874632,5.286789713,6.244885589,5.631953348,4.696992862,4.526150858,4.376895524,4.632785011,4.521192563,3.756143634,4.637720944,3.690994049,3.542705617,3.166864256,2.990765494,2.794699789,2.59029062,2.425615993,2.722386955,2.25958535,1.828380524,1.738935094,1.926684358,2.140070276,2.375984196,2.091040919,2.118923007,2.314811083,1.993543223,1.819598353,1.947764868,1.975887574,1.841993949,2.117310832,2.083429494,2.208063228,1.789844889,1.75881605
Central African Republic,CAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.33386816,37.3635796,37.56902278,36.81416647,32.25890625,33.98562172,31.52738103,31.91899149,32.79017123,31.24133151,28.34183246,29.49593723,30.06692139,29.33289326
Canada,CAN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.139497957,2.16737424,2.196212585,2.091653007,2.117890672,1.987623221,2.053091392,2.167813111,1.880311458,1.701018459,1.587160732,1.768273548,1.549893275,1.493236081,1.765664466,1.811345744,1.894231512,1.586548077,1.869835946,1.862225893,1.889994632,1.699891576,1.697079353,,,
Central Europe and the Baltics,CEB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.708636702,6.310696838,6.092237014,5.41150405,4.642330277,4.355383232,4.567477127,4.052454677,3.910049974,4.349930474,3.687585097,3.485725051,3.322149188,3.28257368,3.046764783,2.981081605,3.422700696,3.178654878,3.431060546,3.305976491,2.950945087,2.958181954,3.100159062,2.833949069,2.75366756,2.846577174,2.779041275,2.792620018
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.109859216,1.980404151,1.810979176,1.657021907,1.520599704,1.398777223,1.219807163,1.245189538,1.171934725,1.092351,1.053889511,0.920924114,0.933658142,0.836991886,0.93499958,0.818619333,0.753298113,0.773162583,0.783533939,0.722507577,0.662940575,0.67669983,0.634586964,0.662533714,0.708877667,0.626446261,0.658010472,0.63133351,0.643750702,0.647745527,0.700223828,0.629199696,0.612466698
Channel Islands,CHI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894378194,0.931802836,0.896057348,0.872986598,0.744805958,0.816730341,
Chile,CHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.50410317,10.1022751,9.201911166,7.937608319,8.560548363,8.847345253,9.265601218,8.606845622,7.676366097,6.85995831,6.781348751,8.102127123,8.303090524,6.664265884,5.688918351,6.582943035,8.438811381,9.830571211,7.600799633,7.268811729,7.224721702,6.464607459,6.28802554,5.887562367,7.146472304,7.468744962,8.569613615,8.793614703,8.481755034,8.304970172,8.236522314,9.256215148,9.205793076,8.033661574,7.502211362,7.003034156,5.019558781,5.006550218,5.394231867,5.29404332,5.082962431,4.062420264,4.065033248,4.094775331,3.758265825,3.922211938,3.712045144,3.550571089,3.424432261,3.697126956,3.478284632,3.626183236,3.27493354,3.473375328,3.94662063,3.709404275,4.199089371,4.280971614,3.927435925,3.983320081,4.041989546,3.645349201,3.544385695
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.1752942,35.79485515,38.98640509,39.85420171,38.02979795,37.54901961,37.17901202,39.80604169,41.6432544,37.5191112,34.79843839,33.63181245,32.41654913,32.92576736,33.42645967,31.95262379,32.35963327,28.99076923,27.68541782,30.7032787,29.63393836,31.31558121,32.7857031,32.56812238,31.53969556,27.93435752,26.63849653,26.32089964,25.23768653,24.61155196,26.58430812,24.03406738,21.32886137,19.3074684,19.47428273,19.59651961,19.32548555,17.89527674,17.15903476,16.06478847,14.67624166,13.98346135,13.30148771,12.34899897,12.91664817,11.6414956,10.62576053,10.24616576,10.16904785,9.636185514,9.325176941,9.177653795,9.11371387,8.942893962,8.643491396,8.387014882,8.057287535,7.463565017,7.043020253,7.143690278,7.698642551,7.241021652,7.299997885
Cote d'Ivoire,CIV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.90792295,46.40683488,45.90405268,44.16710415,39.80135978,39.6184607,37.44038089,34.75976223,35.56115871,33.56880415,31.86676514,30.88032896,29.80047164,31.04990114,25.46684645,28.24445816,24.4793521,24.2658516,25.88063721,26.40238586,25.88027326,26.53399835,24.12531339,21.88195713,24.13447098,26.53757892,28.4615445,29.18235257,32.03932189,32.71644011,32.49842767,33.29394293,34.00968692,28.21520627,25.26363051,24.7276058,16.52672526,15.1463001,15.54161877,15.2177671,16.19515451,17.27709755,18.73731416,20.77602022,16.64001898,16.06518536,15.94479491,15.57874633,16.18548418,15.24958164,17.48891707,18.48667149,16.37514988,15.34290194,15.24175553,18.36204169,17.86365471,17.31433202,18.22626969,17.49709269,19.09411895,17.46651998,16.71536749
Cameroon,CMR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,32.73182909,31.85079416,31.13330046,31.5057857,30.72351081,31.36392018,31.00412862,31.96496947,30.7928263,29.53976576,29.11971329,27.61010709,33.64508248,31.35335451,30.82360287,28.67678483,27.1765767,27.0057545,23.19327904,21.97183072,20.59052903,21.62962795,23.98643534,23.9424312,25.50675999,23.99487034,24.25902647,26.57966518,18.23672719,19.6097542,19.14485372,18.32231925,18.96788778,19.0010005,18.97879034,18.11774246,18.62095827,18.2716804,17.47378423,17.56095272,16.73417685,15.6250818,15.85753191,16.00119189,16.38719035,17.26971088,16.69739074,16.65724017,16.72366119,16.82583818,17.2094159,17.19266239,16.69294182,16.4988007,16.80228356,17.49686505,16.91056251,16.97843573
