Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.530056,,32.24043655,,34.42623138,,55.67567444,50.81081009,52.73631668,50.98039246,45.85365677,43.20388412,50,55.02392197,48.80382919,51.18483353,54.9763031,58.76777267,44.23077011,41.90476227,40,42.38095093,47.1428566,42.38095093,39.52381134,40,39.15094376
American Samoa,ASM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.23880768,61.27450943,61.95121765,69.41747284,68.44660187,68.42105103,68.42105103,67.77251434,67.77251434,68.2464447,70.19230652,68.57142639,69.52381134,70.47618866,69.52381134,70,72.85713959,72.38095093,74.52830505
Antigua and Barbuda,ATG,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.86338806,,75.40983582,,73.77049255,,71.89189148,70.8108139,70.14925385,66.66666412,67.31707001,66.99028778,68.44660187,68.42105103,68.42105103,67.77251434,67.77251434,68.2464447,50.96154022,61.90476227,63.33333206,51.90476227,50.47618866,49.52381134,44.2857132,44.2857132,46.22641373
Australia,AUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.62841797,,89.61748505,,92.34972382,,90.8108139,93.51351166,96.01989746,94.60784149,93.65853882,96.11650848,95.63106537,94.25836945,94.73683929,94.31279755,93.83885956,94.31279755,92.30769348,91.90476227,91.42857361,91.42857361,92.38095093,92.38095093,92.85713959,92.85713959,92.92453003
Austria,AUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.89617157,,92.89617157,,94.53552246,,95.13513184,97.29729462,93.03482819,92.64705658,96.0975647,96.60194397,94.6601944,93.77990723,97.12918854,92.89099884,92.89099884,92.89099884,91.34615326,89.04762268,90.95237732,90.95237732,90.95237732,91.42857361,93.80952454,93.80952454,91.50943756
Azerbaijan,AZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57923508,,18.03278732,,18.03278732,,16.21621704,18.91891861,17.91044807,26.96078491,30.24390221,22.3300972,23.30097008,30.14354134,24.4019146,24.64455032,24.64455032,38.86256027,42.78845978,45.23809433,46.66666794,46.66666794,47.61904907,46.19047546,47.61904907,58.57143021,50.94339752
Burundi,BDI,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.278688431,,3.825136662,,4.371584892,,3.783783674,2.162162066,6.965174198,8.823529243,12.19512177,7.281553268,12.13592243,13.87559795,11.48325348,13.27014256,6.635071278,13.74407578,12.98076916,9.523809433,6.666666508,7.619047642,7.619047642,8.095237732,9.047618866,8.571428299,10.37735844
Belgium,BEL,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.25682831,,92.34972382,,90.71038055,,96.21621704,95.67567444,93.532341,93.13725281,94.14633942,91.74757385,87.86407471,92.34449768,93.30143738,94.78672791,94.78672791,94.78672791,90.86538696,91.42857361,89.52381134,85.7142868,86.19047546,82.85713959,84.2857132,83.33333588,84.90566254
Benin,BEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.530056,,44.26229477,,42.07650375,,34.59459305,35.67567444,38.30845642,33.33333206,32.19512177,34.46601868,38.34951401,34.44976044,32.53588486,35.54502487,36.96682358,36.4928894,35.57692337,28.5714283,30.95238113,24.76190567,30,35.23809433,40.95238113,42.8571434,45.75471878
Burkina Faso,BFA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48633957,,18.57923508,,24.04371643,,21.62162209,23.78378296,28.35820961,34.31372452,25.36585426,23.78640747,35.43689346,33.01435471,33.97129059,34.59715652,31.27962112,29.38388634,28.36538506,27.61904716,29.52380943,29.04761887,29.52380943,22.38095284,26.19047546,23.33333397,21.22641563
Bangladesh,BGD,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.32240486,,36.6120224,,31.6939888,,27.56756783,23.24324417,18.40796089,18.62745094,22.43902397,26.69902992,25.72815514,23.44497681,25.83732033,25.11848259,23.69668198,23.69668198,21.63461494,23.80952454,26.19047546,22.8571434,22.38095284,24.76190567,20.47619057,27.61904716,23.11320686
Bulgaria,BGR,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.28415298,,54.64480972,,58.469944,,59.45946121,56.75675583,58.70646667,57.84313583,51.70731735,51.94174576,50.97087479,57.89473724,54.54545593,54.02843475,55.45023727,54.9763031,49.03845978,52.38095093,56.19047546,57.1428566,57.1428566,60,43.80952454,45.7142868,42.92453003
Bahrain,BHR,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.04917908,,71.03825378,,68.85246277,,68.10810852,64.32432556,69.65174103,64.70587921,65.36585236,66.50485229,66.50485229,67.46411133,66.98564911,68.2464447,68.72038269,69.66824341,71.63461304,70.95237732,65.23809814,59.04761887,58.09523773,62.38095093,66.66666412,73.33333588,72.16981506
"Bahamas, The",BHS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.43169403,,86.88524628,,86.33879852,,85.94594574,85.94594574,86.56716156,85.29412079,84.39024353,83.49514771,83.98058319,79.42583466,81.8181839,78.67298889,78.1990509,75.35545349,74.03845978,72.85713959,72.85713959,71.42857361,70,67.61904907,67.61904907,67.61904907,65.09433746
Bosnia and Herzegovina,BIH,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.196721077,,6.557376862,,13.11475372,,11.89189148,21.08108139,27.86069679,25.98039246,33.17073059,19.90291214,33.0097084,27.27272797,26.79425812,26.06635094,39.8104248,39.8104248,34.13461685,30.95238113,35.7142868,32.8571434,26.19047546,27.1428566,12.38095284,12.85714245,12.73584938
Belarus,BLR,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.530056,,32.24043655,,25.68305969,,13.51351357,14.05405426,7.462686539,12.25490189,9.756097794,11.1650486,10.67961121,8.133971214,9.569377899,9.478672981,18.48341179,18.00947952,34.61538315,34.76190567,33.80952454,39.04761887,41.90476227,44.76190567,18.09523773,20.47619057,19.81132126
Belize,BLZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.48087311,,66.66666412,,65.02732086,,62.70270157,63.78378296,61.19403076,58.82352829,52.68292618,49.02912521,45.14562988,46.41148376,45.45454407,45.97156525,49.76303482,49.76303482,30.76922989,30.47619057,30,27.1428566,30.47619057,29.04761887,30,32.8571434,36.320755
Bermuda,BMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.69945526,,85.79235077,,85.24590302,,84.86486816,82.70270538,84.57711792,80.88235474,82.43902588,81.55339813,81.06796265,80.8612442,79.9043045,80.56871796,80.0947876,80.56871796,77.40384674,79.04762268,86.66666412,87.61904907,87.61904907,87.14286041,90.47618866,92.38095093,84.43395996
Bolivia,BOL,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.72677612,,53.55191422,,46.44808578,,45.40540695,44.86486435,32.83581924,29.41176414,27.80487823,32.03883362,30.58252335,33.49282455,36.84210587,40.75829315,43.12796021,42.65402985,28.84615326,29.04761887,32.38095093,36.66666794,39.52381134,21.90476227,24.76190567,23.80952454,31.60377312
Brazil,BRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81967163,,49.72677612,,59.01639175,,56.21621704,59.45946121,53.73134232,50.49019623,40.97560883,45.63106918,51.45631027,51.19617081,53.58851624,49.28910065,50.23696518,51.18483353,47.11538315,45.7142868,43.80952454,40,33.33333206,41.90476227,34.76190567,33.80952454,30.6603775
Barbados,BRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.52458954,,87.97814178,,87.97814178,,88.10810852,88.10810852,86.06964874,88.72548676,88.29268646,87.86407471,91.26213837,89.47368622,88.51674652,89.09952545,89.57346344,87.67772675,86.05769348,80,80.95237732,76.19047546,67.14286041,72.38095093,68.57142639,69.04762268,65.56604004
Brunei Darussalam,BRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51366425,,79.78141785,,78.14207458,,80,73.51351166,62.1890564,71.5686264,78.04878235,79.12621307,77.66990662,77.03349304,76.55502319,76.30331421,75.35545349,74.8815155,82.69230652,81.42857361,81.42857361,83.33333588,85.7142868,86.19047546,89.52381134,90.47618866,91.03773499
Bhutan,BTN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.86338806,,75.40983582,,73.77049255,,71.89189148,70.8108139,59.70149231,64.21568298,62.92683029,65.53398132,65.04854584,69.37799072,69.85646057,72.51184845,69.19431305,66.824646,63.94230652,67.61904907,70,72.85713959,64.76190186,62.8571434,62.38095093,74.2857132,69.81131744
Botswana,BWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.49180603,,69.39891052,,67.21311188,,69.1891861,72.43243408,72.13930511,71.07843018,68.29268646,69.90291595,68.93203735,66.50717926,66.50717926,66.35070801,65.40284729,64.9289093,65.38461304,69.04762268,70.47618866,65.23809814,62.38095093,66.66666412,58.57143021,63.33333206,67.92453003
Central African Republic,CAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.010929108,,5.464480877,,4.371584892,,4.864864826,7.567567348,5.4726367,1.960784316,3.414634228,2.91262126,4.854369164,4.78468895,5.263157845,7.109004974,4.739336491,1.895734549,1.442307711,1.428571463,2.380952358,3.333333254,2.380952358,2.380952358,3.809523821,4.761904716,4.245283127
Canada,CAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44261932,,95.08197021,,95.08197021,,94.59459686,96.21621704,95.02487183,97.05882263,97.56097412,94.6601944,95.14562988,95.69377899,95.69377899,96.20853424,95.26066589,96.6824646,95.67308044,94.76190186,94.76190186,96.66666412,94.76190186,95.7142868,93.33333588,94.2857132,94.3396225
Central Europe and the Baltics,CEB,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.98907471,,96.72131348,,98.36065674,,97.29729462,92.43243408,99.50248718,96.07843018,98.53658295,99.02912903,98.54368591,98.08612061,97.60765839,97.63033295,97.63033295,98.10426331,99.5192337,99.52381134,99.52381134,99.52381134,99.04762268,99.04762268,99.04762268,99.04762268,99.52830505
Channel Islands,CHI,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.88524628,,84.15300751,,82.51366425,,83.78378296,83.24324036,83.58209229,84.31372833,79.02439117,83.98058319,82.03883362,82.29665375,83.25358582,82.93838501,84.36019135,82.46445465,81.7307663,76.66666412,76.19047546,76.66666412,77.61904907,77.61904907,74.2857132,70,69.3396225
China,CHN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.16939926,,50.27322388,,50.81967163,,52.43243408,52.43243408,53.2338295,51.47058868,56.5853653,58.25242615,59.22330093,58.37320709,58.85167313,58.76777267,56.87203979,55.92417145,66.82691956,67.14286041,66.66666412,67.61904907,68.57142639,70.95237732,73.33333588,75.7142868,68.39622498
Cote d'Ivoire,CIV,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.44808578,,47.54098511,,16.39344215,,17.29729652,11.89189148,6.467661858,6.862745285,11.21951199,9.708738327,8.252427101,11.96172237,6.698564529,10.90047359,13.27014256,18.48341179,19.23077011,24.2857151,24.76190567,20.47619057,28.5714283,33.33333206,33.80952454,32.38095093,37.73584747
Cameroon,CMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66120243,,22.95081902,,22.95081902,,18.37837791,22.16216278,23.38308525,17.64705849,17.56097603,20.38834953,21.35922241,21.05263138,20.09569359,19.43128014,20.85308075,19.9052124,20.19230843,20.47619057,20.95238113,19.04761887,18.09523773,17.1428566,17.1428566,16.19047546,18.86792374
"Congo, Dem. Rep.",COD,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.825136662,,2.732240438,,2.732240438,,1.081081033,1.621621609,2.98507452,2.941176414,1.951219559,1.45631063,1.45631063,1.435406685,1.435406685,1.895734549,1.421800971,4.739336491,4.326922894,3.809523821,5.714285851,4.761904716,5.714285851,5.238095284,3.333333254,3.333333254,3.301886797
"Congo, Rep.",COG,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.836065292,,10.92896175,,10.382514,,6.486486435,8.648648262,11.94029808,8.333333015,8.292682648,5.825242519,9.223300934,7.655502319,8.612440109,8.530805588,10.90047359,11.84834099,13.46153831,13.33333302,10.95238113,9.047618866,10,11.4285717,10,9.047618866,8.962264061
Colombia,COL,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6120224,,45.90163803,,40.43715668,,40,48.64864731,49.75124359,49.01960754,49.26829147,52.91262054,55.82524109,46.88995361,50.23923492,54.50236893,56.39810562,56.87203979,48.55769348,50,51.42856979,48.09523773,48.09523773,53.80952454,52.38095093,50.47618866,53.77358627
Comoros,COM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.278688431,,3.825136662,,9.289617538,,25.94594574,6.486486435,5.97014904,1.470588207,1.463414669,0.970873773,0.970873773,0.95693779,0.95693779,0.947867274,2.369668245,2.369668245,2.403846264,4.285714149,4.285714149,4.285714149,2.857142925,3.333333254,4.761904716,2.380952358,6.13207531
Cabo Verde,CPV,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02702713,47.56756592,46.26865768,47.54901886,54.63414764,62.62136078,55.3398056,53.11004639,53.11004639,58.2938385,59.24170685,56.39810562,56.73077011,60.95238113,57.61904907,59.52381134,66.19047546,64.2857132,60.47618866,52.38095093,51.88679123
Costa Rica,CRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666412,,62.84152985,,61.74863434,,63.24324417,61.08108139,61.69154358,59.31372452,56.09756088,59.70873642,62.13592148,64.11483002,63.63636398,63.5071106,66.824646,67.29857635,67.78845978,66.19047546,65.7142868,61.42856979,66.66666412,66.19047546,60,59.52381134,55.6603775
Caribbean small states,CSS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67213058,,33.87977982,,43.16939926,,34.05405426,45.94594574,42.28855896,35.7843132,47.31707382,50.97087479,43.20388412,44.97607803,42.10526276,43.12796021,42.65402985,41.23222733,54.32692337,53.80952454,47.61904907,44.76190567,44.2857132,44.2857132,44.76190567,41.90476227,37.26415253
Curacao,CUW,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81420898,,96.17486572,,96.17486572,,95.67567444,88.10810852,87.56218719,88.23529053,87.80487823,87.37863922,86.40776825,85.16746521,85.64593506,85.30805969,85.78199005,85.30805969,85.57691956,83.80952454,84.2857132,84.2857132,84.2857132,83.80952454,83.80952454,85.7142868,87.73584747
Cyprus,CYP,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.24590302,,86.33879852,,84.15300751,,86.48648834,84.32432556,83.08457947,83.8235321,86.34146118,88.34951782,89.80582428,88.03827667,91.38755798,91.94313049,88.1516571,88.1516571,83.65384674,80.47618866,77.61904907,78.57142639,76.66666412,78.57142639,76.66666412,73.80952454,75.47169495
Czechia,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.13114929,,71.58470154,,70.49180603,,81.08107758,78.91892242,79.10447693,76.96078491,83.4146347,77.66990662,79.12621307,76.07655334,77.03349304,77.25118256,76.30331421,76.30331421,81.25,80.95237732,78.57142639,81.42857361,78.57142639,78.09523773,78.57142639,81.42857361,81.13207245
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.80327606,,93.44261932,,93.44261932,,91.35134888,88.64865112,89.55223846,89.21568298,92.68292999,92.23300934,89.32038879,92.82296753,90.43061829,90.99526215,91.94313049,90.52132416,93.75,92.85713959,93.33333588,93.33333588,91.42857361,91.90476227,88.09523773,87.14286041,88.20755005
Djibouti,DJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.21857834,,21.31147575,,20.21857834,,25.94594574,28.64864922,33.33333206,24.01960754,20,18.44660187,17.96116447,19.61722565,16.26794243,15.63981056,14.21800995,17.53554535,15.86538506,14.28571415,13.80952358,12.85714245,15.23809528,19.52380943,21.4285717,19.04761887,22.16981125
Dominica,DMA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.86338806,,75.40983582,,80.3278656,,79.4594574,78.37837982,72.63681793,70.58823395,69.75609589,71.8446579,72.8155365,72.72727203,72.24880219,71.5639801,73.4597168,73.93364716,59.13461685,62.8571434,60.47618866,43.33333206,42.8571434,40,49.04761887,48.09523773,49.05660248
Denmark,DNK,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.53552246,,97.26776123,,97.26776123,,99.4594574,99.4594574,100,99.50980377,99.51219177,99.51456451,99.51456451,99.52153015,99.0430603,99.05213165,99.05213165,99.05213165,96.15384674,96.66666412,98.09523773,95.7142868,96.66666412,98.57142639,97.61904907,98.57142639,98.58490753
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99453735,,33.33333206,,39.34426117,,43.78378296,36.75675583,31.3432827,36.76470566,34.63414764,27.6699028,30.09708786,32.53588486,29.18660355,30.80568695,36.01895905,36.96682358,36.05769348,37.61904907,40.95238113,38.09523773,38.57143021,38.09523773,41.90476227,51.90476227,50
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11475372,,19.67213058,,15.8469944,,31.89189148,29.72973061,36.31840897,40.19607925,40,35.92232895,33.49514389,37.79904175,41.14832687,37.91469193,40.75829315,40.28435898,41.82692337,36.66666794,35.23809433,31.4285717,35.7142868,32.8571434,31.90476227,28.5714283,32.54716873
East Asia & Pacific (excluding high income),EAP,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.51912689,,42.07650375,,26.77595711,,22.70270348,17.83783722,15.92039776,16.1764698,14.63414669,19.41747665,20.87378693,26.79425812,29.66507149,36.01895905,38.86256027,39.33649445,40.38461685,38.09523773,37.61904907,39.52381134,41.42856979,37.61904907,34.2857132,42.38095093,40.09434128
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.06557465,,49.18032837,,49.72677612,,41.62162018,43.78378296,47.26368332,42.15686417,37.07316971,43.68931961,42.23300934,49.76076508,42.5837326,41.7061615,29.38388634,24.17061615,24.03846169,28.09523773,33.33333206,32.38095093,37.61904907,40.95238113,36.19047546,34.76190567,33.96226501
Euro area,EMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
